;;;;;;;;;
;,Hi-Fi Компоненты,, Усилители мощности,;Интегральный усилитель A-S201;Yamaha;A-S201;100;Высокое качество звука Yamaha;,Yamaha с ее 125-летней историей производителя музыкальных инструментов также заслуженно пользуется высокой репутацией изготовителя Hi-Fi компонентов. Этот богатый опыт в сочетании с новейшими технологиями и обусловил появление ресивера A-S201. Созданная на базе концепции «Natural Sound»,, предполагающей максимально естественное звучание и тщательную проработку всей конструкции от электронных схем до воссоздания звука,, эта модель обеспечивает очень музыкальное,, насыщенное звучание,, хотя и относится к категории начального уровня.,;295;295
