јртикул,’арактеристики (»м€:значение)*,,,,,
Denon PMA720AE,—опротивление:4 - 8 ќм, „увствительность:107 дЅ,ƒиапазон частот:20 √ц - 50 к√ц,;ћощность усилител€:2х50 ¬т (8 ќм), 2х85 ¬т (4 ќм);,√абариты (Ўх¬х√):434x121x307 мм,¬ес:7.1 кг
